,text,misogynous,misogyny_category,occupation
695,@KimKardashian Second pic with the ugly smoothie face. 🫶,1,stereotype,artist
696,@planetKourt @kourtneykardash @KendallJenner You can see the spray tan on the back one🤣 fake as bitches lmao,1,discredit,artist
697,@KendallJenner bitch,1,discredit,artist
698,@KendallJenner now that you’re done w that bitch u wanna get with a real man?,1,discredit,artist
699,@KimKardashian @khloekardashian @kourtneykardash @KendallJenner @KylieJenner @KrisJenner thanks for taking up my Saturday you fabulous bitches 👏🏼👌🏼👌🏼🖤🖤,1,discredit,artist
700,"“Crying is for plain women. Pretty women go shopping.” Oscar Wilde @KendallJenner
@drink818
@goodreads https://t.co/4BNWa9kPpi",1,stereotype,artist
701,@MAXMFBRAND @KimKardashian @KendallJenner @KylieJenner @kourtneykardash @khloekardashian She won't fuck you!,1,discredit,artist
702,@sabinameschke @IAmZoeSmith @Madumzeroni @KendallJenner The cream of some dumb cunt,1,discredit,artist
703,@ashwani37148705 @wmag @KendallJenner Hahaha fat cunt,1,discredit,artist
704,@KendallJenner Who even calls it a cooch? Never heard of it! It’s a cunt or a lady garden or nunny 🙌🏽,1,discredit,artist
705,@iamcardib @Latto @NICKIMINAJ @DojaCat @theestallion @KimKardashian @PhotosOfKanye @KrisJenner @KylieJenner @KendallJenner @kourtneykardash @khloekardashian hey whores this is my new twitter . Only look when u wanna cry 😂😂😂😂,1,discredit,artist
706,"@KendallJenner when you get up in the morning and look in the mirror how much you have to fight the urge to say ""wow those whores aren't even close""? 🔥 https://t.co/MyOkkwjiVj",1,discredit,artist
707,"@JohnnyBlake62 @OneLittleSleep @andrewbogut @NBA @KendallJenner Female sluts are also celebrated now. 
The Kardashians are proof themselves. Billions of dollars worth of proof. No man can make that much money simply being a whore. In some circles? Sure, you're correct, but this isn't 50 years ago either.",1,derailing,artist
708,@ohkendallph @KendallJenner Why did you tell me you love big black dicks,1,sexual_harassment,artist
709,@KendallJenner god gave u a rich family u happy asf u r that the godamn devil showed favor on ya ass,1,discredit,artist
711,@KendallJenner @MoonOralCare Want to eat your pussy,1,sexual_harassment,artist
712,I just assume anyone working to @KendallJenner is either a pussy or genuinely doesn’t know what cultural appropriation is. @drink818 @drink818KJ,1,discredit,artist
713,@KendallJenner That's what happens when your parents teaching you how to grab cocks before cucumbers )),1,stereotype,artist
714,@shubee62421713 @blackcocksporn @StefanyKyler @FreddyGong07 @KendallJenner Kendall Jenner doesn't look like she'd be good at sucking cock so that's definitely not her. Lol,1,stereotype,artist
715,@MykaFox @KendallJenner Figures she'd have a big cock in her hands,1,stereotype,artist
716,@vmas @MTV @ArianaGrande @NICKIMINAJ Two skanks singing about raunchy sex changed your life???,1,discredit,artist
717,@papiendedyou @spotify_data @taylorswift13 @rihanna @ArianaGrande @LanaDelRey @billieeilish @DUALIPA @shakira @Beyonce @DojaCat @BLACKPINK the dumb cunt speaking nonsense is now speaking about sense?!!🙏🏼🙏🏼🙏🏼 hazte un favor y deja un ratito el teléfono💋,1,discredit,artist
718,@PopCrave @ArianaGrande @RIAA the director yelled „cut“ but she heard „cunt“ and went with it,1,discredit,artist
719,#ArianaGrande soul snatcher go suck up another soul Can't make a house wife out of a hoe. Well you can if your desperate I guess.,1,discredit,artist
720,Does Pete Davidson have good dick or sum @arianagrande cause how his ugly ass pulling fine mfs,1,discredit,artist
721,@KostisTz @chartdata @taylorswift13 @ArianaGrande @rihanna @NICKIMINAJ @billieeilish Sit your 5 dollar ass down before I make change!!,1,sexual_harassment,artist
722,"Jennifer Coolidge awkward sexual encounter with 'particularly young' man 1 

#JenniferCoolidge #ArianaGrande #TheCelebPost
https://t.co/nLSW2bNfPI",1,stereotype,artist
723,"do you ever stare at the mirror and say ""oh shit! #ArianaGrande has a big cock"" 🥺🥺💗",1,sexual_harassment,artist
724,"@peppatheeicon @lapusseta @onesadboi98 @thearianadata @NICKIMINAJ @ArianaGrande @statsofminaj Bitch okay???? I know that all I said was she was in the show, in the work room. Lol",1,discredit,artist
725,@LDRscigarettes @wh1temust4ng @spotify_data @taylorswift13 @LanaDelRey @rihanna @billieeilish @ArianaGrande @DUALIPA @shakira @DojaCat @Beyonce @BLACKPINK instead of worring abt us go stream ur hitless fat cuz she is tanking so hard,1,dominance,artist
726,@spotify_data @taylorswift13 @ArianaGrande @rihanna @billieeilish @LanaDelRey @DUALIPA @DojaCat @ladygaga @karolg @shakira Gaga and Shakira charting queens without releasing an album this year unlike the ugly fraudulent old woman who calls herself a queen lmao,1,discredit,artist
729,@MistyMayTreanor and @kerrileewalsh are two bad bitches in the sand #GreatestEver ,1,discredit,athlete
730,Wass that bitch got herpes?? #mistymaytreanor,1,discredit,athlete
731,I cannot stand this bitch @MistyMayTreanor,1,discredit,athlete
734,@MistyMayTreanor you are fucking hot for a 34 year old women,1,stereotype,athlete
735,"@MistyMayTreanor Not that I have a victim mentality, but I totally would love for you to rape me.",1,sexual_harassment,athlete
736,@MistyMayTreanor At what point did he grab you by the pussy?,1,sexual_harassment,athlete
737,@MistyMayTreanor or you could just say they suck,1,dominance,athlete
738,@MistyMayTreanor Can u explain that shit on your lip?,1,discredit,athlete
740,Let's go @kerrileewalsh and @MistyMayTreanor !!! Get your shit together!,1,dominance,athlete
741,@IvankaTrump @realDonaldTrump @MarianoRivera @MistyMayTreanor Stupid.,1,discredit,athlete
742,@MistyMayTreanor stupid thick #shrugs,1,discredit,athlete
743,#MistyMayTreanor has that stupid big booty!  #ILoveAmerica #WomansVball #GreatestEver #ShakeThatThangGirl #BootyForDays #LordHaveMercy,1,discredit,athlete
744,Juliana? Larissa?! Pfff BITCH PLEASE! @MistyMayTreanor!!!!! http://t.co/BYnPICKb,1,discredit,athlete
745,@MistyMayTreanor Did Misty's butt get FAT again?! :),1,stereotype,athlete
746,@MistyMayTreanor Got A Fat Ol' Booty .,1,sexual_harassment,athlete
747,@MistyMayTreanor fat people crying,1,stereotype,athlete
748,@dani_roberson @TheRock @MistyMayTreanor This picture is ugly,1,discredit,athlete
749,@NBCOlympics @mistymaytreanor @kerrileewalsh YAY looks better than wearing sports bras on top #ugly,1,stereotype,athlete
750,"""@QuoteHive: ""It has to get ugly before it gets pretty!"" -Nicholas Sparks"" @MistyMayTreanor we're on the right track!!!!",1,stereotype,athlete
751,@MistyMayTreanor never never never a lady should start the day without a cup.that could be ugly:lol,1,stereotype,athlete
752,"@NatalieCoughlin  Not only do you swim fast, but you're fucking hot!",1,stereotype,athlete
753,"@NatalieCoughlin I would give you all this dick, holding nothing back.",1,sexual_harassment,athlete
754,@NatalieCoughlin I can't get the last 1 out of my head. When u straddled him and sat on his leg my dick stood straight up.,1,sexual_harassment,athlete
758,"@NatalieCoughlin I mean def intense,disturbing, quite sexual. Haha shoot nobody liked it??",1,stereotype,athlete
759,"@NatalieCoughlin Oh, thank you... because I TOTALLY thought you meant sexual orientation... @ColleenFights  was excited.",1,derailing,athlete
760,"@nataliecoughlin Even before the sexual tension, I've always rooted 4 Eric",1,stereotype,athlete
761,@WatchableNow @NatalieCoughlin and look at his pussy arms!,1,sexual_harassment,athlete
762,@canovidal1608 @NatalieCoughlin cano ur a pussy!!!,1,discredit,athlete
763,@NatalieCoughlin sucks you got eliminated from Dancing With The Stars,1,discredit,athlete
764,@NatalieCoughlin That shit is fowl.,1,discredit,athlete
765,"@NatalieCoughlin ""I know we're having fun, but we've got an obesity prob in Amer. We got too many fat a---s out there."" Barkley, #LetsMove",1,stereotype,athlete
766,@NatalieCoughlin: ...Going to pig out tonight in hopes that will keep me fat & happy for the flight. :) I'm loving your thought process!!,1,stereotype,athlete
767,@NatalieCoughlin Yeah it's getting ugly over there. Heads may roll.,1,discredit,athlete
768,"@NatalieCoughlin Unbelievably good swimmer, ridiculously good looking woman but that is an ugly golf swing.",1,stereotype,athlete
769,@alexmorgan13 thats what u get for kneeling bitch.,1,discredit,athlete
770,@alexmorgan13 Fuck of bitch,1,discredit,athlete
771,@alexmorgan13 Just shut up,1,dominance,athlete
772,@alexmorgan13 What the fuck bro,1,discredit,athlete
773,@alexmorgan13 Fuck up,1,discredit,athlete
775,@alexmorgan13 cristiano ronaldo is ur role model and we all know if you had the chance to get fucked by ronaldo then file a law suit you will ... in the end you are just a cunt talk shit https://t.co/kxSqWVRhtM,1,sexual_harassment,athlete
776,@alexmorgan13 Cunt,1,discredit,athlete
777,@alexmorgan13 Cunt.,1,discredit,athlete
778,And on a secondary note #AlexMorgan is a bit of cunt #Lionessess,1,discredit,athlete
779,"Okay, that does it. @alexmorgan13 can fuck right off. What a cunt",1,discredit,athlete
780,fuck all those pussies who use 5 defedners in fifa #YOUFUCKINGSUCKDICK #STOPPLAYINGFIFA you fucking cunts. @KillHollywood @alexmorgan13,1,discredit,athlete
781,"@alexmorgan13 Hey cunt, Soccer is stupid & so are you. Let's fuck sometime?",1,discredit,athlete
782,@alexmorgan13 Do  you have proof of the rape or you just want to believe in a person that wants money like the same happens whit neymar's and he has proof come on I thought that yo were more responsible,1,derailing,athlete
783,@perez__osvaldo @alexmorgan13 hahahaha whore,1,discredit,athlete
784,@alexmorgan13 shut up whore,1,dominance,athlete
785,@destinyxxx12: @alexmorgan13 BOO YOU WHORE hahahah ,1,discredit,athlete
786,@alexmorgan13 Send her ass back,1,discredit,athlete
787,@alexmorgan13 so you are an expert with a soccer ball and also an expert in police work. Theres too much evidence you say. Because you saw the evidence? Defending victims is noble. Defending a gender an assuming they are the victim is stupid.,1,derailing,athlete
788,@alexmorgan13 yo boyfriend a pussy bra,1,discredit,athlete
789,What a fucking pussy that @alexmorgan13 what a cry baby  #usaned,1,discredit,athlete
790,@alexmorgan13 you're a real pussy.,1,discredit,athlete
791,"@alexmorgan13 you suck. Cant play football, only fall down. Pussy",1,discredit,athlete
792,I heard @alexmorgan13 likes black cock,1,sexual_harassment,athlete
793,@alexmorgan13 Likes black cock she told me!,1,sexual_harassment,athlete
794,im not gonna insult us with an offensive sexual end of the world reference but i just want it known that my cock says hi. @alexmorgan13,1,sexual_harassment,athlete
795,@alexmorgan13 i want you to suck my cock  until u swallow my cum. i wanna slap that ass and stick my dick up and down that sexy ass.,1,sexual_harassment,athlete
796,@alexmorgan13 !!!!SUCK MY COCK!!!!!,1,sexual_harassment,athlete
797,@alexmorgan13 You suck !,1,discredit,athlete
798,@alexmorgan13 I ALWAYS KNEW YOU WERE A REAL ASS BITCH https://t.co/KFzdfaYXvm,1,discredit,athlete
799,Where is the bitch  @alexmorgan13  now.  Cr7 is innocent  bitch . A list say you sorry dumeass,1,discredit,athlete
800,@alexmorgan13 SLUT,1,discredit,athlete
801,@alexmorgan13 slut,1,discredit,athlete
802,@thezachsquatch @FOXSoccer @alexmorgan13 she's such a slut,1,discredit,athlete
803,@LeilaBolton @alexmorgan13 oh did i offend you? shut up slut,1,dominance,athlete
804,Stop being a selfish slut #alexmorgan,1,discredit,athlete
805,@zgorwitz lolol @alexmorgan13 is a slut. Don't worry about her!!!!,1,discredit,athlete
806,@alexmorgan13 That's both sad and hysterical,1,stereotype,athlete
807,@alexmorgan13 U bout to take a fat L,1,dominance,athlete
808,@CarmelitaJeter One of the finest women to do it. Jesus help us.,1,discredit,athlete
810,@CarmelitaJeter Track women ARE the sexiest women in sports ( NO DEBATE),1,stereotype,athlete
811,@CarmelitaJeter shut up.  With up fast a$$,1,stereotype,athlete
812,@carmelitajeter when i look at your photos I just get jealous of the guy who fucks you,1,stereotype,athlete
813,@CarmelitaJeter is sexy as fuck!!!!!,1,sexual_harassment,athlete
814,#CarmelitaJeter is sexy as fuck,1,discredit,athlete
819,I love @CarmelitaJeter sexy ass :),1,sexual_harassment,athlete
820,@carmelitajeter that ass tho. Hahaha,1,sexual_harassment,athlete
821,@CarmelitaJeter why are you tryna steal peoples shoes tho? That's just wrong cuz you know can't nobody catch ya black ass lmao ehehe,1,discredit,athlete
822,"Always love watchin your ass in motion girl.RT @CarmelitaJeter: The season is coming to an end, id like to thank my Team Jet fans....",1,dominance,athlete
823,"@CarmelitaJeter well that sucks...guess I won't have a chance to shoot my shot lol smh, Oh well can't blame me for trying.",1,discredit,athlete
824,"@CarmelitaJeter the most dirty player in the world, he suck!",1,discredit,athlete
825,@CarmelitaJeter that sucks. Sorry,1,dominance,athlete
826,"Oh shit @CarmelitaJeter running, I love ya, but Man U playing sorry babe :\",1,discredit,athlete
827,@CarmelitaJeter Congrats to the us except for you you are just awful and stupid you did not win by yourself the other 3 ladiesseemveryhumble,1,discredit,athlete
828,@808toon @CarmelitaJeter @realshellyannfp Suspect u mother bitch,1,discredit,athlete
829,@CarmelitaJeter that is hysterical!,1,stereotype,athlete
830,@CarmelitaJeter the fat lady has sung,1,stereotype,athlete
831,@hopesolo little racist bitch,1,discredit,athlete
833,@tomleykis She is a bad bitch  #HopeSolo,1,discredit,athlete
834,@hopesolo getting in on that rape accusation fad i see? Youre fucking pathetic you psycho bitch ,1,discredit,athlete
835,@people #HopeSolo was always a bitch on the show anyway - never did like her!,1,discredit,athlete
838,@hopesolo you suck shut up,1,dominance,athlete
839,@hopesolo No need to sound defensive. You do. Shut up and be a decent mom.,1,dominance,athlete
840,@hopesolo no extra prize money for you Hope. When you and the girls win the World Cup that means youll have to give more money to the men than theyd have had otherwise. Your equal pay deal has you earning less. Bravo,1,dominance,athlete
841,@hopesolo  women playing is like watching the Special Olympics . Not trying to be disrespectful but watched mens games today - wow !Really made me realize how bad women are compared to men in soccer. The good news is the Special Olympics gets coverage!,1,stereotype,athlete
842,"@hopesolo you and your clowns hoping these men win the World Cup so you get half their prize money? And youre proud of that? Because of a dense, obtuse, dishonest understanding of equal pay. Just wait til youre making less than you would have due to the d",1,discredit,athlete
844,@hopesolo @ussoccer Bring in as much revenue as the men and be less of a cunt and youd deserve equal pay too,1,dominance,athlete
845,@hopesolo cunt,1,discredit,athlete
846,#HopeSolo is a fucking cunt,1,discredit,athlete
847,"Hope Solo is a cunt, has been for years. Violent drunk and a sore loser, terrible role model for anyone, including young women. @hopesolo",1,discredit,athlete
848,@hopesolo go beat up your boyfriend and not get suspended cunt,1,sexual_harassment,athlete
849,"@hopesolo calm down cunt, you about as crazy as a psycho ex girlfriend #whackjob",1,discredit,athlete
850,I have no respect for a hoe like @hopesolo,1,discredit,athlete
852,"Wanna rape a girl? Just use a date rape drug like #JerramyStevens, spouse of @hopesolo did w/ Marie @ U-Wash before assaulting #HopeSolo",1,sexual_harassment,athlete
853,@hopesolo rape me please &lt,1,sexual_harassment,athlete
854,I hate these whores  @KristinCav @taylorswift13 @selenagomez @hopesolo @phoebedykstra,1,discredit,athlete
855,@hopesolo = drama dick,1,discredit,athlete
856,@hopesolo My dick got soft when I saw your meat curtains on pornhub,1,sexual_harassment,athlete
857,@hopesolo You mean besides small dicks..,1,stereotype,athlete
858,"Idc if you have a dick or a pussy, just stop being an asshole. #HopeSolo",1,sexual_harassment,athlete
859,#HopeSolo is a total dick and an embarrassment to women's soccer.,1,discredit,athlete
860,@hopesolo Hopefully your drunk ass got help.,1,discredit,athlete
861,#BrittanyGriner better not spread misinformationhave her spreading her ass like @hopesolo,1,discredit,athlete
862,"@hopesolo Champion of Equality?! My ass! I wonder if she's wanting to be treated as equally as anyone else caught driving drunk, at .244 with kids in the back seat. Let's see how this plays out and compare it to how black men doing the same get adjudicate",1,derailing,athlete
863,"@hopesolo has to be the biggest piece of trailer park trash in sports.  She's a drunk driver, child abuser, and spousal abuser.  I'm glad @beINSPORTS_EN fired her sorry ass...",1,discredit,athlete
864,"@hopesolo You are trash, a terrible mother and a perfect example of entitlement.... I love how you excuse yourself by rambling off all the responsibilities we all are strapped with as GROWN ASS PEOPLE WITH KIDS.... #GFYS #STFU",1,discredit,athlete
865,"@SeeMaRRon @hopesolo @davisjsn What abuse? That she must obey the same laws?  That it's wrong to endanger the lives of 2 children?  Who the F thinks that a famous woman is ""entitled"" to do this?!  Do you believe she should be allowed to act like an ass an",1,derailing,athlete
866,@hopesolo Shes just a bad person and doesnt deserve no free pass.  Stop kissing her ass.  Thank God she passed out and got found before she could drive off.,1,discredit,athlete
867,@hopesolo you weird af with ya backwards ass lies about a USWNT you werent even on.,1,discredit,athlete
869,@hopesolo @SIRIUSXM Get your nasty roast beef pussy out of here,1,discredit,athlete
870,"@hopesolo You need to enter plastic surgery, them pussy lips is nasty",1,discredit,athlete
871,@hopesolo Hows that big meaty pussy of yours,1,stereotype,athlete
872,@hopesolo Would need to see here pussy!!!,1,sexual_harassment,athlete
873,"@hopesolo When will we see those new pussy pics of yours, can't play soccer so just show us more of your pussy!!!!!",1,sexual_harassment,athlete
874,"@hopesolo Luv to see your legs wide open w/pussy lips open,mmmmmmmmmm!!",1,sexual_harassment,athlete
875,@hopesolo Can you post more of your pussy pictures on twitter? I have your others blown up to 4x8' and hanging on wall! Luv those pussy lips,1,sexual_harassment,athlete
876,@hopesolo Need to see more of your pussy pictures!!!!!!!,1,sexual_harassment,athlete
877,@hopesolo your pussy is wrecked,1,sexual_harassment,athlete
878,Remember how beat up @hopesolo 's pussy was in those photos?,1,sexual_harassment,athlete
879,@hopesolo gigantic pussy lost the game,1,discredit,athlete
880,@hopesolo your pussy stops more goals,1,sexual_harassment,athlete
881,@hopesolo He is a total cock of a human. But he is 100% correct here. Women goalkeepers are horrendous when compared to their male counterparts.,1,discredit,athlete
882,@ShernetJames @hopesolo my cock,1,sexual_harassment,athlete
883,"@GrantWahl @hopesolo quit being a sore loser, roll ur vagina up and tuck it in ur sock and shut ur cock holster",1,sexual_harassment,athlete
884,Check her for a cock #hopesolo #USAvSWE,1,discredit,athlete
885,Hope solo can punch me in the cock with those gloves any day. @hopesolo,1,sexual_harassment,athlete
886,Stroking my cock to Hope Solo's juicy pussy #HopeSolo http://t.co/V2iMpK0RDi,1,sexual_harassment,athlete
887,@hopesolo but can you still suck a cock?,1,sexual_harassment,athlete
888,@hopesolo i want to choke on ur cock,1,sexual_harassment,athlete
889,"@hopesolo being a great goalie and all, I wonder how much of a cock block she is",1,discredit,athlete
890,@hopesolo shud shut da fuck up n go back to da kitchen where she belongs n then suck this long cock. Stupid broad,1,sexual_harassment,athlete
891,@hopesolo can u save my cock from entering ur pussy??,1,sexual_harassment,athlete
892,@hopesolo Entitled peice of shit,1,discredit,athlete
893,I see Hope Solo continues to be the trash human being she always has been. Eat shit @hopesolo,1,discredit,athlete
894,@hopesolo You should probably get your shit together. Those kids will never ever forget when their mom was drunk driving and got arrested. Not the kind of experiences kids need to be around. Dang girl think of other people other than yourself,1,derailing,athlete
895,"@hopesolo she's a lesbian, ignore the slut please!",1,discredit,athlete
896,@chewyfat_tom lol Idc @hopesolo is a slut,1,discredit,athlete
897,@hopesolo both disturbing and hysterical.,1,stereotype,athlete
898,@buzzbishop @hopesolo The fat lady just sat back down!,1,stereotype,athlete
899,@hopesolo I bet she's an ugly drunk.,1,discredit,athlete
900,@hopesolo design : beautiful colors : ugly ,1,discredit,athlete
901,@hopesolo Ugly,1,discredit,athlete
902,@NBCOlympics @Hey_ItsShaunae @allysonfelix unbelievable.  What a bitch.,1,discredit,athlete
903,"Fuck all these bitches, I'm youurrrrrrsssssssssssssssssss @allysonfelix",1,discredit,athlete
904,Nigga dats my bitch yrs ago @TheRealShamz: Move!!!@Enszo: Damn can she get any sexier #AllysonFelix damn damn,1,sexual_harassment,athlete
905,@victorriiaa_12 @allysonfelix bitch don't kill my vibe #kendricklamar,1,discredit,athlete
906,@allysonfelix is a bad bitch.,1,discredit,athlete
908,"'Women like to have an emotional connection to a brand,' a sentiment shared at @FortuneMPW. Agree ...@allysonfelix I bought a pair of sneakers yesterday!!",1,stereotype,athlete
909,@allysonfelix Why are pregnant women even at work?,1,stereotype,athlete
910,@KamalaHarris @allysonfelix SHUT UPP,1,dominance,athlete
911,@KamalaHarris @allysonfelix SHUT UP,1,dominance,athlete
912,@BarackObama @allysonfelix Shut up.  Go surfing! Pbttt!,1,stereotype,athlete
913,@SignOTheTimes58 @allysonfelix Shut up allisa,1,dominance,athlete
915,@allysonfelix Allyson u sexy (mutha....shut yo mouth)......Im.just sayin,1,dominance,athlete
916,"@TIME @allysonfelix ""equal pay""- Equal pay for an equal amount of efficiencies like men, and rules.  Biology = Not a social construct.Gender = Not a social construct.",1,dominance,athlete
920,@KamalaHarris @allysonfelix CUNT,1,discredit,athlete
922,GOT DAMN....HOW MANY INTERVIEWS @allysonfelix GONNA DO..... I LOST COUNT AT 15  WHAT AN ATTENTION WHORE.... @GottliebShow #DOUGGOTTLIEBSHOW,1,discredit,athlete
923,@allysonfelix @DICKS HUMAN SAVOR DUTY!,1,stereotype,athlete
924,Dicks is filled with pictures of @allysonfelix in the runners sections!,1,discredit,athlete
926,I've always had a crush on #AllysonFelix she's hot but not in a sexual way ,1,discredit,athlete
927,@allysonfelix hurry up and send a invite to words with friends u bum! i need another victim,1,discredit,athlete
928,"Well fuck you too then, you ol bucket mouth bitch. I aint wanna write you a pussy poem anyway. @allysonfelix",1,discredit,athlete
929,@allysonfelix is the shit,1,discredit,athlete
930,@TEDTalks @allysonfelix Stupid,1,discredit,athlete
931,Makes you wonder who thinks shit like this to champs like @allysonfelix is a good idea. Like why do they hate their own mothers n also how did they become so stupid,1,discredit,athlete
932,"Im talking a biscuit away from fat to @allysonfelix as long as you can articulate yourself, have confidence and a sense of humor",1,stereotype,athlete
933,"@allysonfelix mm, you look like a fresh smore to a fat kid at camp",1,stereotype,athlete
934,@anngaff @joannadhayes @allysonfelix fat cheeks,1,sexual_harassment,athlete
935,@allysonfelix Where is that impulse control?   Let's see a photo of you fat and with a donut in your hand.,1,stereotype,athlete
936,@Rick_Dick51 you know if i was really fat i would probs cry myself to sleep but since I'm basically #allysonfelix I don't really care :*,1,sexual_harassment,athlete
937,"@allysonfelix offical ""fat kid"" LOL",1,stereotype,athlete
938,@allysonfelix don't get too fat ,1,stereotype,athlete
939,@USC_Athletics @allysonfelix Ugly,1,discredit,athlete
940,@allysonfelix you ugly FUCK,1,discredit,athlete
941,@allysonfelix  nice pict..... .pretty face ugly heart....  when will we see you back on the track again??,1,stereotype,athlete
942,@Pauly0x @apecoin @guyoseary @Madonna @moonpay @serenawilliams @djkhaled @justinbieber @KevinHart4real @StephenCurry30 @SnoopDogg @GwynethPaltrow @ParisHilton @jimmyfallon Bitches.,1,discredit,athlete
943,@suckmyshithoe @serenawilliams bitch you what omg,1,discredit,athlete
944,@serenawilliams thank you for retiring you corrupted sports enough by taking all of those steroids hopefully tennis could make a recovery so long bitch https://t.co/3KL0iKVHP5,1,discredit,athlete
945,@usopen @serenawilliams Finaly the bitch of the centery is gone,1,discredit,athlete
946,Watching the US Open glorify @serenawilliams makes me absolutely want to puke. Bye Bitch. Good riddance.,1,discredit,athlete
947,Bitch beat #SerenaWilliams in a pair of Wilson sneakers ,1,stereotype,athlete
948,SO HER YOU GOT THAT BITCH IN YOU TOO  @serenawilliams,1,discredit,athlete
949,@Gatorade @serenawilliams Now her and Meghan Marble can sit around and bitch about how hard it is to be them,1,discredit,athlete
951,"For the record, I think @serenawilliams is a whiny bitch. Just me, though ",1,discredit,athlete
952,BITCH. The way my butt is clenched rn????  #SerenaWilliams #USOpen #OneLastRide,1,discredit,athlete
953,@serenawilliams Shut up who cares your just a tennis player nobody important,1,dominance,athlete
954,@serenawilliams Shut up!,1,dominance,athlete
955,@CalaisCampbell @serenawilliams Shut your racist ass up,1,dominance,athlete
956,@serenawilliams life doing this to you fucks us hard,1,discredit,athlete
957,"Twitter ain't going nowhere. But if it does, I really need to fuck and lick the  scrumptious apertures of:@aliwong @serenawilliams @salmahayek @theditasaurus @Lupita_Nyongo @MichaelaCoel @soledadobrien  And every meteorologist in all Spanish speaking countries Run up",1,sexual_harassment,athlete
958,@leslawpajek @serenawilliams @FTiafoe Fuck em,1,discredit,athlete
959,@serenawilliams  I don't see one goddamn thing that's great about u at all.  Fuck ur ego.  I truly truly hate people like u. U love people to just drool over ur fame &amp,1,discredit,athlete
960,@SakurajimaD @TheRabbitHole84 @serenawilliams Ok between the two of us we found who lowly examples basically proving girls can not compete with men.,1,dominance,athlete
961,Serena Williams.Thats the fucking tweet. #Serena #SerenaWilliams #GOAT,1,discredit,athlete
962,@TMZ @serenawilliams wack skank,1,discredit,athlete
963,@serenawilliams meghan is a cunt,1,discredit,athlete
964,"Dear #SerenaWilliams, If 'evolving from tennis' means being a new world order cunt, then best you stop right now.https://t.co/7fMfKfXNIl",1,discredit,athlete
965,Ill correct that mate... #serenawilliams being a cunt https://t.co/07WKuV2ty3,1,discredit,athlete
966,"Sometimes, ya just have to accept that your sporting heroes are plain cunts. #SerenaWilliams",1,discredit,athlete
967,#SerenaWilliams is a #cunt You don't deserve the golden fame you have if you let the world turn your heart to coal.You aren't a champion of women's rights.You're a champion of degradation and disgrace.,1,discredit,athlete
968,#SerenaWilliams is a bitter cunt ,1,discredit,athlete
969,Cunt of a fanbase. @serenawilliams https://t.co/Qxziap93iO,1,discredit,athlete
970,"Just seen @serenawilliams behaviour after the US Open, what a fucking diva....she's ruined a beautiful moment for a young lady winning her first major. I hope she feels a cunt today....",1,discredit,athlete
971,@serenawilliams playing the race and sexist card. Weird she wasnt playing that one when she was whooping every Cunt. Suck it up and go again,1,derailing,athlete
972,#SerenaWilliams dont dislike her for her colour or sex. Dislike her coz she proves herself to be an utter cunt at every opportunity. Always the victim. Poor example to the daughter she keeps banging on about. #USOpen,1,derailing,athlete
973,@serenawilliams you're a cunt,1,discredit,athlete
974,Im really pissed off about this @serenawilliams L today Fucking cunt cheated my girl Sis is the best athlete in the  she dont need to cheat ,1,discredit,athlete
975, Whew The Goat did not come to play with hoes!!   #SerenaWilliams #fashion @sbyserena  https://t.co/yQ1mr3QR2E,1,discredit,athlete
976,@serenawilliams ChiefStar:I wana fuck lil hoe,1,sexual_harassment,athlete
977,Step on this hoe @serenawilliams,1,sexual_harassment,athlete
978,@thetamachan @gewoonthari @ScriptManSam @GlossarieCo @SoMiskeen @Keep_Calm_Hoe @javeauriel @serenawilliams All in the thread putting his foot in his mouth.,1,discredit,athlete
979,"@serenawilliams In China, there will only be two outcome: 1) she will be seen on TV confessing that she had lied about her being rape or 2)found being suicided.",1,derailing,athlete
980,@DIRECTV @serenawilliams @DCWonderWoman Will Serena continue to blame rape victims?,1,derailing,athlete
981,The only statement Serena Williams made is I want to look like a whore.  @serenawilliams #SerenaWilliams,1,stereotype,athlete
982,"@DontQuitOut @Karma_Kow @Shah_Gray @rossco1304 @blk_dahlia2 @bullwinkle364 @BillieJeanKing @serenawilliams ""whore""?""thief""?What difference does it make.",1,discredit,athlete
983,@titans4L_ @NFL @GMA @TomBrady @serenawilliams you be under every sports post with a dick all in your mouth. weirdo,1,discredit,athlete
984,"Funny @serenawilliams wasn't feminine enough for a lot of y'all men, including @Drake, so why not years later take a shot at her happy and lucky and handsome ass husband, who loved on her and showed her her beauty and not just love on her booty. Y'all niggas are weird.",1,discredit,athlete
985,"@serenawilliams Well after seeing your Oscars get up, it seems that youve gone full slut. What a fall from a world respected great athlete to just another tramp who had to show what she has despite any sane judgment otherwise. Enjoy the truck stop.",1,discredit,athlete
986,@serenawilliams your a slut,1,discredit,athlete
987,@serenawilliams But youve been fat for years.,1,stereotype,athlete
988,@serenawilliams FAT you...,1,stereotype,athlete
989,@serenawilliams Look how fat you are. Youve obviously had incredibly lazy stretches of time before,1,stereotype,athlete
990,@TIME @serenawilliams she ugly gyat damn,1,discredit,athlete
3,"Selena has BEEN acting like she'ss the victim all these years, shut the fuck up https://t.co/tawvofiPgJ",1,derailing,artist
24,All you fucking faggots were laughing at her too with that other fucking dumb cunt liberal Ellen DeGeneres,1,discredit,artist
30,Why #WomenBoycottTwitter? because you act like Ms. Whore.,1,discredit,politician
